,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,contains,Mean over
1,22.41473,33.17569,37.62419,36.071236,36.64505,35.488792,34.54908,34.377182,33.952385,34.601635,34.34192,35.497143,36.49083,37.6428,37.375576,38.677994,39.935757,39.20792,39.71227,41.07757,39.973392,40.818985,42.109623,40.2991,40.15355,38.78986,39.227726,39.644203,39.578747,39.05933,38.838524,37.359318,38.365215,39.839005,41.95458,41.301476,50.738903,both img and text,Img tokens
2,22.310753,33.13589,36.71986,36.310013,36.84701,35.894592,35.106636,35.23772,34.86772,35.88317,35.697975,36.48166,37.26821,38.7038,38.610065,39.4522,40.910652,40.049873,41.121555,42.502064,41.331913,42.263805,43.329567,41.70867,41.634,40.54957,41.234535,42.066322,41.880302,42.130512,42.05257,39.839676,41.883545,44.568108,47.285725,47.093857,52.81068,both img and text,Img tokens
3,22.105434,32.301765,34.77273,34.819683,35.379337,34.28998,33.49472,33.64445,33.56988,35.031635,35.156128,36.334743,37.466393,38.903378,38.615154,39.802692,41.148922,40.24093,40.782288,41.705006,40.490025,41.300873,42.429466,40.559334,40.38919,39.261765,40.085865,40.69818,40.68086,40.894466,40.954384,38.88177,40.815826,43.197613,45.92998,46.097874,53.09894,both img and text,Img tokens
4,21.275671,31.412962,35.396355,34.892174,35.38928,34.400635,33.80632,33.841286,33.687027,34.87924,34.75959,35.55345,36.729824,38.02612,38.071632,39.28997,40.56087,39.396706,40.186756,41.77124,40.646187,41.53319,42.597973,40.790604,40.660534,40.046253,40.901844,41.449345,41.247173,41.237263,41.180275,39.561264,41.00498,43.822693,45.868317,44.46076,52.640545,both img and text,Img tokens
5,23.537266,33.214092,38.143997,37.171963,37.834095,36.972828,36.36009,36.532803,36.50127,37.729763,37.47906,37.810215,38.373,39.539776,39.261185,40.179558,41.616188,40.882404,41.467545,42.725338,41.541817,42.218224,43.377747,41.3841,40.795605,40.399532,40.91153,41.8078,42.13165,42.33441,42.219753,41.339764,42.463783,44.621323,46.54098,45.674267,54.700718,both img and text,Img tokens
6,21.916664,31.654964,35.562145,34.493782,34.927605,33.975204,33.23648,33.15769,32.90574,33.91961,33.91376,34.83305,36.08376,37.7279,37.804665,39.056488,40.15452,39.380253,40.258995,41.6942,40.13889,41.4016,42.572453,40.92588,40.83122,40.904022,41.434757,41.890797,42.251133,42.78373,42.660656,41.970917,42.88612,45.156345,47.763256,47.322685,55.778366,both img and text,Img tokens
7,23.196478,33.382977,37.74437,36.63378,37.25185,36.55197,36.203766,36.374718,36.21831,37.18346,36.685024,37.01954,37.394627,38.68969,38.09911,39.4077,40.39516,39.776325,40.53309,41.728626,41.062107,42.13658,43.002228,40.990517,41.03893,39.964703,40.364727,41.112186,41.011967,41.000256,41.17744,39.605545,41.75264,43.817463,46.221,45.077374,53.545254,both img and text,Img tokens
8,23.243471,33.469822,36.42114,35.76738,36.218388,35.31971,34.648823,34.7675,34.535465,35.63182,35.601227,36.406593,37.27203,38.536674,38.19885,39.414295,40.32601,39.453754,39.741234,40.838696,39.48264,40.554855,41.67164,40.02575,40.283325,39.249626,39.993156,40.25846,40.417336,40.05386,39.969875,37.86864,39.885983,42.06124,44.69836,44.13328,52.044384,both img and text,Img tokens
9,21.163265,31.17149,35.142,34.60147,35.08262,34.13252,33.414474,33.493675,33.407925,34.842453,34.74417,35.622917,36.723984,38.11874,37.948555,39.17423,40.39503,39.39792,40.082886,41.34279,40.369125,41.14571,42.224827,40.273914,39.985554,39.116417,39.61513,39.94869,39.74919,39.394894,39.886494,38.133778,39.58642,41.57803,43.48181,42.48977,48.995705,both img and text,Img tokens
0,30.970694,55.547134,72.1623,72.73431,68.337494,66.942566,79.36578,66.07337,81.161964,83.81842,77.51241,71.19196,77.76071,83.02092,86.37281,89.03953,93.299805,69.10767,72.40413,76.379715,91.66991,107.48625,103.950134,111.06615,112.91637,118.245026,108.2432,114.2463,115.642166,125.04269,132.597,138.5538,144.30919,133.51466,113.43486,96.111534,13.366628,both img and text,Text tokens
1,30.826069,54.448517,70.78016,71.25371,66.97877,65.454735,77.9441,64.99016,80.47416,83.02635,76.650444,70.36812,76.67563,81.700874,84.90946,88.0285,92.29919,68.152016,71.4274,75.63475,90.694984,106.59009,102.94362,109.14861,110.819626,115.99839,106.0083,111.32707,112.71726,122.819954,129.57808,134.90019,140.42427,128.85669,108.0909,91.68424,12.515403,both img and text,Text tokens
2,30.647142,55.565388,72.35657,73.08716,68.64508,67.008064,79.12444,65.312904,80.7959,83.27562,77.035065,70.8483,77.22889,82.21015,85.28114,88.07792,92.476944,68.343956,71.91021,76.39866,91.37729,107.65248,105.0117,111.259674,112.44541,118.17957,107.865944,113.81821,115.56604,125.22151,132.34937,137.63968,143.34595,131.91356,111.59723,94.20821,13.504398,both img and text,Text tokens
3,30.70805,54.762596,71.35366,71.9145,67.92705,66.468376,78.796005,66.12768,81.53617,84.071594,77.724045,71.25479,78.04343,83.210365,86.26716,89.27258,93.49001,69.062614,72.529526,76.502625,91.55702,107.60629,103.99833,110.49021,112.26685,117.62475,107.14514,112.79314,114.57352,124.07991,131.2965,136.1506,142.27696,130.90242,110.054886,93.201935,12.850836,both img and text,Text tokens
4,31.159037,55.037888,71.60804,72.23949,68.13837,66.58429,79.14379,65.76712,81.293655,83.895996,77.461754,71.11206,77.72434,82.84557,86.11669,88.87974,93.3821,68.259964,71.83067,76.02696,91.1583,107.23069,103.78748,111.12967,112.79189,118.35921,108.30014,114.52545,115.93214,125.6916,133.24971,139.22647,145.08272,133.63203,113.46754,96.73291,15.533153,both img and text,Text tokens
5,30.864737,54.729446,71.26903,71.64499,67.23778,65.927,78.182434,65.396614,80.97189,83.60749,77.33897,71.00706,77.62771,82.97778,86.30431,89.25348,93.698074,69.45896,72.48772,76.632935,91.36832,106.87316,103.63221,109.752655,111.35839,116.41319,105.8167,111.46156,112.83901,122.68323,129.99315,135.65355,141.07433,129.70349,108.937675,91.31444,12.7444935,both img and text,Text tokens
6,30.570362,53.950947,70.35037,71.032555,66.92061,65.56913,77.73557,65.28585,80.400826,82.717606,76.40974,70.10357,76.80483,82.13767,85.61231,88.55603,93.411,66.472244,69.89113,74.34205,89.62964,105.87721,102.78681,108.82184,111.33021,116.64913,106.38897,112.21188,113.68293,122.78388,129.9199,135.18018,140.23892,129.14714,108.512024,90.67868,13.07848,both img and text,Text tokens
7,30.610128,54.509357,71.2869,71.91316,67.539604,65.903175,78.25797,65.396805,80.587585,83.22116,76.90349,70.556816,77.13497,82.28942,85.45398,88.539894,92.82397,66.34115,69.60185,73.74867,88.78388,104.553276,101.25329,108.0236,109.58961,115.143166,104.96149,110.61732,112.51633,122.536064,129.97783,135.43593,140.99551,129.2901,107.53091,89.68063,12.832504,both img and text,Text tokens
8,30.775524,55.16574,71.95415,72.5535,68.17477,66.66384,79.20359,66.20874,82.237366,84.87521,78.31045,71.9594,78.86108,84.030754,87.13393,90.21884,94.33565,71.52106,74.82126,79.08328,93.75103,109.62258,105.57337,111.7985,113.065605,118.29499,107.440384,112.8812,114.17626,124.19018,131.7003,137.4599,143.50195,131.96275,110.93033,93.900734,12.537204,both img and text,Text tokens
9,30.942705,55.32973,72.1644,72.80736,68.44568,66.92865,79.17339,65.549904,80.62503,83.30279,76.939545,70.62629,77.02402,82.24752,85.4299,88.28467,92.938644,68.3463,71.86243,75.801445,90.62996,106.3848,102.68285,109.60597,110.604546,115.66974,105.80827,111.55036,112.82696,122.38564,129.79755,135.55406,141.21722,130.4213,110.054886,92.80729,13.010985,both img and text,Text tokens
0,30.970694,56.39823,73.87679,75.273346,70.68737,68.63491,80.96267,67.82222,83.69947,86.39366,80.1138,73.51746,80.30557,86.04473,89.450874,92.06517,97.55777,71.613266,74.861664,78.48945,91.88285,106.090935,103.22445,110.54692,111.856575,116.09223,108.952995,113.75765,114.979065,122.91405,128.39748,132.59286,137.02602,127.52312,110.53317,96.23485,18.035074,only text,Text only tokens
1,30.826069,55.29953,72.47884,73.62977,69.196144,67.065414,79.35061,66.4062,82.51681,85.15083,78.88228,72.377266,78.79484,84.257095,87.38715,90.51767,95.99317,66.84589,70.40527,74.718544,88.36444,102.654564,100.948135,107.711174,109.123375,113.239555,106.23268,110.50707,111.62436,120.14733,125.02702,128.7363,132.7523,122.711784,104.95549,90.19678,16.990454,only text,Text only tokens
2,30.647142,56.380245,74.03287,75.5766,70.97147,68.69387,80.66625,66.848816,83.05608,85.72571,79.47052,73.04079,79.72114,85.21159,88.4165,91.194984,96.66287,68.05311,71.756485,75.89125,89.50096,104.26462,103.356285,110.110535,111.62778,115.989044,109.00241,113.76324,115.275276,123.22249,128.29993,131.98447,136.07666,125.98911,108.59133,93.85087,17.565336,only text,Text only tokens
3,30.70805,55.59128,73.07837,74.40912,70.23483,68.1041,80.379364,67.72333,83.81518,86.69007,80.29688,73.72824,80.60604,86.34037,89.70754,92.56809,97.83127,74.913475,78.358826,82.06615,94.782265,108.94863,106.38551,112.55763,113.23286,116.70448,109.131905,113.454994,114.89226,123.10374,128.4529,131.57991,135.73036,125.0226,106.88509,91.34392,16.01929,only text,Text only tokens
4,31.159037,55.813435,73.16408,74.51986,70.1963,68.08429,80.53903,67.31612,83.59884,86.453415,80.14662,73.468025,80.19792,85.757515,89.237564,92.10639,97.74012,70.11718,73.87055,78.056015,91.824165,106.331604,104.381775,111.67031,112.59924,116.69763,109.606224,114.728935,115.694016,123.76506,129.14629,133.11392,137.22238,127.04181,109.90778,95.6142,20.070581,only text,Text only tokens
5,30.864737,55.55079,72.94994,74.11676,69.49736,67.55042,79.72019,67.09337,83.475075,86.15575,79.919785,73.26292,80.01847,85.903786,89.26347,92.421486,97.99202,69.88603,73.39106,77.39939,90.36932,104.595665,103.14661,109.25327,110.59353,114.34047,107.15637,111.91601,113.12676,121.26264,126.68763,130.58664,134.36563,124.19646,106.35377,90.968925,17.334894,only text,Text only tokens
6,30.570362,54.74834,71.98243,73.39466,69.07436,67.12335,79.17547,66.84356,82.65519,85.0609,78.86348,72.334076,79.152664,84.96008,88.55434,91.558945,97.09569,72.070595,75.59819,79.54411,92.51518,106.61389,104.68423,110.48252,111.78085,115.33142,108.02571,112.66132,113.898224,121.60185,126.964836,130.60141,134.04297,123.98609,105.94181,90.40604,16.105686,only text,Text only tokens
7,30.610128,55.251064,72.826004,74.143196,69.569336,67.33178,79.5481,66.82074,82.77829,85.60427,79.26231,72.6498,79.41553,85.1611,88.507866,91.69098,97.01807,68.45087,71.86438,75.85815,89.35635,103.50311,101.8203,108.34989,109.71012,113.702995,106.45636,110.84076,112.478874,120.85119,126.091515,129.54341,133.34433,122.598305,103.682465,87.78571,16.987549,only text,Text only tokens
8,30.775524,55.998367,73.68645,75.08026,70.47315,68.316124,80.777954,67.775276,84.53513,87.28364,80.63672,74.214966,81.20869,86.88681,90.066246,92.97774,98.54504,70.59794,74.28918,78.52759,91.81287,106.36071,104.73616,111.280785,112.70232,116.93494,109.7344,114.45851,115.62579,123.99071,129.24768,132.99864,137.1017,126.72261,108.37566,92.108246,16.225906,only text,Text only tokens
9,30.942705,56.139664,73.82172,75.26929,70.72635,68.5601,80.77653,67.35189,83.22918,85.949524,79.530045,73.05556,79.63163,85.56489,89.12398,92.096115,97.63363,67.67829,71.592636,75.74494,89.27459,103.89726,102.144646,109.49114,111.20489,115.10709,108.366425,113.11899,114.16569,121.99753,127.39384,131.38187,135.61778,125.83811,108.35645,92.701706,17.705362,only text,Text only tokens
